No,Category,Guideline,Description,Do,Don't,Code Good,Code Bad,Severity,Docs URL,Applies To,Status,Verified At
55,Environment,Keep secrets in private config,Server-only secrets in runtimeConfig root,runtimeConfig.apiSecret (server only),Secrets in public config,runtimeConfig: { dbPassword: '' },runtimeConfig: { public: { dbPassword: '' } },High,https://nuxt.com/docs/4.x/guide/going-further/runtime-config,nuxtjs 4.5,active,2026-08-13
56,Performance,Use Lazy prefix for code splitting,Lazy load components with Lazy prefix,<LazyComponent> for below-fold,Eager load all components,"<LazyMountainsList v-if=""show""/>",<MountainsList/> for hidden content,Medium,https://nuxt.com/docs/4.x/guide/directory-structure/components,nuxtjs 4.5,active,2026-08-13
57,Performance,Use useLazyFetch for non-blocking data,Alias for useFetch with lazy: true,useLazyFetch for secondary data,useFetch for all requests,const { data } = useLazyFetch('/api/comments'),await useFetch for comments section,Medium,https://nuxt.com/docs/4.x/api/composables/use-lazy-fetch,nuxtjs 4.5,active,2026-08-13
58,Performance,Use lazy hydration for interactivity,Delay component hydration until needed,LazyComponent with hydration strategy,Immediate hydration for all,<LazyModal hydrate-on-visible/>,<Modal/> in footer,Low,https://nuxt.com/docs/4.x/guide/going-further/experimental-features,nuxtjs 4.5,active,2026-08-13
59,DataFetching,Use enabled for conditional async data,Gate execution reactively with the enabled option instead of branching around the composable,"enabled: computed(() => Boolean(userId.value))",Call useFetch conditionally after setup,"useFetch('/api/user', { enabled: () => Boolean(userId.value) })",if (userId.value) await useFetch('/api/user'),Medium,https://nuxt.com/docs/4.x/api/composables/use-async-data,nuxtjs 4.5,active,2026-08-13
60,DataFetching,Keep async-data handlers pure,Keep useAsyncData handlers side-effect free and use stable explicit keys,Return a value from a pure handler with consistent options,Mutate shared state or vary options for one key,"useAsyncData('posts', () => $fetch('/api/posts'))","useAsyncData('posts', async () => { store.count++; })",High,https://nuxt.com/docs/4.x/api/composables/use-async-data,nuxtjs 4.5,active,2026-08-13
61,DataFetching,Respect SSR request boundaries,Use relative useFetch URLs to proxy safe request headers and cookies; forward only an explicit allowlist to external origins,useFetch for an internal relative URL,Assume raw $fetch forwards request context or forward every incoming header,const { data } = await useFetch('/api/profile'),"$fetch(externalUrl, { headers: useRequestHeaders() })",High,https://nuxt.com/docs/4.x/api/utils/dollarfetch,nuxtjs 4.5,active,2026-08-13
62,State,Use useCookie for SSR-safe cookies,Read and write cookies through the SSR-aware useCookie ref with explicit security options,useCookie with sameSite secure and httpOnly where server-only,Read document.cookie during SSR,"useCookie('session', { sameSite: 'lax', secure: true })",document.cookie,High,https://nuxt.com/docs/4.x/api/composables/use-cookie,nuxtjs 4.5,active,2026-08-13
63,Rendering,Use routeRules for per-route rendering,Configure prerender SSR SPA redirects headers or cache behavior per route in nuxt.config,routeRules with explicit path patterns,Scatter rendering decisions through components,"routeRules: { '/blog/**': { isr: 3600 } }",process.client checks for route rendering,High,https://nuxt.com/docs/4.x/guide/concepts/rendering#route-rules,nuxtjs 4.5,active,2026-08-13
64,Configuration,Separate app config from runtime config,Use app.config for public reactive build-time app values and runtimeConfig for environment or secrets,defineAppConfig for theme and runtimeConfig for API secrets,Put secrets in app.config,"defineAppConfig({ theme: { primary: 'blue' } })","defineAppConfig({ apiSecret: process.env.API_SECRET })",High,https://nuxt.com/docs/4.x/guide/directory-structure/app/app-config,nuxtjs 4.5,active,2026-08-13
65,State,Refresh externally changed cookies,Call refreshCookie when a cookie changes outside the useCookie ref,refreshCookie after an external auth refresh,Assume the ref observes every external change,await refreshCookie('session'),Keep stale session.value after external refresh,Medium,https://nuxt.com/docs/4.x/api/utils/refresh-cookie,nuxtjs 4.5,active,2026-08-13
66,State,Replace shallow-watched cookie values,When cookie watch is shallow replace the top-level value to trigger serialization,Assign a new object or array,Mutate a nested property in place with watch:'shallow',"prefs.value = { ...prefs.value, theme: 'dark' }",prefs.value.theme = 'dark',Medium,https://nuxt.com/docs/4.x/api/composables/use-cookie,nuxtjs 4.5,active,2026-08-13
67,Migration,Migrate Nuxt 3 before adding Nuxt 4 features,Nuxt 3 is end-of-life; use Nuxt 4 compatibility mode to surface directory app-config runtime-config and API changes,Enable compatibilityVersion 4 and resolve migration warnings,Keep an unmaintained Nuxt 3 app while adopting Nuxt 4-only guidance,"future: { compatibilityVersion: 4 }","// Nuxt 3 retained without an upgrade plan",High,https://nuxt.com/blog/v4-5,nuxtjs legacy 3.x,deprecated,2026-08-13
